Sentiment,Description,Score
positive,"(marketscreener.com) U.S. trucking firm JB Hunt Transport Services reported a 24% fall in second-quarter profit on Tuesday as a result of continued weakness in their truckload and intermodal businesses. In the United States, the trucking industry has continued to follow a downward trend since 2022 owing to higher capacity, lower rates and no...https://www.marketscreener.com/quote/stock/JB-HUNT-TRANSPORT-SERVICE-9769/news/JB-Hunt-s-profit-falls-24-on-continued-industry-headwinds-47395022/?utm_medium=RSS&utm_content=20240716",0.1779
negative,"(marketscreener.com) DALLAS, July 16, 2024 /PRNewswire/ -- Jacobs has announced that a Form 10 has been publicly filed with the U.S. Securities and Exchange Commission for the previously announced&nbsp;planned spin-off of its Critical Mission Solutions and portions of its Divergent Solutions business, including the Cyber &amp; Intelligence business. Filed under...https://www.marketscreener.com/quote/stock/JACOBS-SOLUTIONS-INC-13160/news/Jacobs-Announces-Filing-of-Form-10-Registration-Statement-for-Planned-Spin-Off-of-Critical-Mission-S-47394994/?utm_medium=RSS&utm_content=20240716",0.6597
positive,"Since its inception in 2016, Uber Eats has experienced explosive growth. Yet this didn't come without a price. In her new research, Yue Maggie Zhou, associate professor of strategy, explores how Uber Eats has cannibalized Uber's core business, reducing rideshare trip volumes for both Uber and Lyft.",0.3818
positive,"NHRA fans will want to bookmark July 25-27, 2025 for Sonoma Raceway. The raceway announced this week that it will retain its usual July date in 2025. This will mark the 37th year of the event at one of the most coveted locations on the schedule. Sonoma Raceway will host the best in the business [&#8230;]",0.6705
positive,"The news publication’s annual ‘Best of Richmond’ awards asks local readers to select the businesses and services they feel highlight the best the city has to offer VANCOUVER, British Columbia, July 16, 2024 (GLOBE NEWSWIRE) &#8212; Sandman Hotel Vancouver Airport is thrilled to announce their selection as the first-place winner of the strongly contested ‘Best [&#8230;]",0.9545
neutral,"(marketscreener.com) Donald Trump will not seek to remove Federal Reserve Chair Jerome Powell before the central banker's term ends and would consider JPMorgan CEO Jamie Dimon for Treasury secretary if he won the Nov. 5 election, the former president told Bloomberg in an interview published Tuesday. https://www.marketscreener.com/business-leaders/Jamie-Dimon-2566/news/Trump-says-weighing-Dimon-for-Treasury-would-allow-Powell-to-finish-term-Bloomberg-reports--47394941/?utm_medium=RSS&utm_content=20240716",0.6705
negative,"Katie Couric (L) and Ozy CEO and Co-Founder Carlos Watson speak onstage during Ozy Fest 2017 | Photo by Bryan Bedder/Getty Images for Ozy Fusion Fest 2017 Carlos Watson and the now-shuttered Ozy Media startup he co-founded were found guilty of fraud by a federal jury on Tuesday, as reported earlier by The New York Times. Over the course of a several weeks-long trial, the jury heard the government’s claims that Ozy Media misled investors by falsifying financial records, inflating audience numbers, and even making up business deals.Watson, the former CEO of Ozy Media, co-founded the company...",-0.765
positive,"(marketscreener.com) Shares of technology companies fell slightly as traders rotated out of the 2024 leaders into laggards such as industrial and materials sectors that have more to gain from a rate cut in the coming months. The Roundhill Magnificient Seven exchange-traded fund, which tracks the seven largest tech companies, those responsible for the majority...https://www.marketscreener.com/business-leaders/Elon-Musk-1364/news/Tech-Down-Slightly-on-Sector-Rotation-Tech-Roundup--47394853/?utm_medium=RSS&utm_content=20240716",0.7251
neutral,"(marketscreener.com) Shares of industrial and transportation companies rallied as traders priced in a rate cut in the coming months. Elon Musk said he's moving the headquarters of two of his companies, social-media concern X and aerospace giant SpaceX, to Texas from California, following in the footsteps of Tesla as the billionaire protests against identiy...https://www.marketscreener.com/business-leaders/Elon-Musk-1364/news/Industrials-Gain-on-Rate-Cut-Hopes-Industrials-Roundup--47394823/?utm_medium=RSS&utm_content=20240716",-0.2023
positive,"Fresno County’s 2024 assessment roll grew 5.53%, or $6 billion annually, for a total of $115.9 billion in total netThe post Fresno County assessment roll grows 5%, or $6B annually appeared first on The Business Journal.",0.0
negative,"(marketscreener.com) GALLIPOLIS, Ohio, July 16, 2024 /PRNewswire/ -- On Tuesday July 16, 2024, Ohio Valley&nbsp;Banc Corp. [Nasdaq: OVBC] Board of Directors declared a cash dividend of $0.22 per common share payable on Aug.10, 2024, to shareholders of record as of the close of business on July 26, 2024.&nbsp;""2024 with all its ups, downs and 90&deg; heat is moving...https://www.marketscreener.com/quote/stock/OHIO-VALLEY-BANC-CORP-10379/news/OVBC-ANNOUNCES-CASH-DIVIDEND-47394652/?utm_medium=RSS&utm_content=20240716",0.296
positive,"Investment worth £30billion and tax receipts totalling £20billion could also be lost by 2029, according to the Aberdeen Chamber of Commerce.",-0.1027
negative,The victim was shot at his workplace in Industry and died at the scene on Monday morning.,-0.6908
neutral,"The tech company's reported decision to sack its internal DEI team led the team's leader to slam the company, claiming the brand ceased caring as it was 'no longer critical.'",-0.1531
positive,The song originally appeared as an interlude on Sampha's album 'LAHAI.',0.0
positive,"(marketscreener.com) Aura FAT Projects Acquisition Corp Announces Charter and Trust Agreement Amendments and Extension of Deadline to Complete a Business Combination Singapore - July 16, 2024 - Aura FAT Projects Acquisition Corp , a Cayman Islands exempted company limited by shares, with company registration number , announced today...https://www.marketscreener.com/quote/stock/AURA-FAT-PROJECTS-ACQUISI-139044790/news/Aura-FAT-Projects-Acquisition-Announces-Charter-and-TrustAgreement-Amendments-and-Extension-of-Dea-47394623/?utm_medium=RSS&utm_content=20240716",0.7964
negative,Small business sales growth slowed in June as consumers took a pause on spending.,0.3818
positive,"MISSION, British Columbia, July 16, 2024 (GLOBE NEWSWIRE) &#8212; Today, Vancouver, B.C., developer Cedar Coast and Langley, B.C. builder Orion Construction broke ground on the Cade Barr Business Park in Mission, B.C. Spanning over 400,000 square feet and accounting for four buildings, the business park marks Cedar Coast’s first development project in the City of [&#8230;]",-0.4215
neutral,Mary Barra and Ginny Rometty discuss being female role models in business with CNBC's Leslie Picker at the inaugural CNBC CEO Council: Leaders' Library.,0.0
negative,"(marketscreener.com) CHARLOTTE,&nbsp;N.C., July 16, 2024 /PRNewswire/ -- The Board of Directors of Albemarle Corporation announces that it has declared a quarterly common stock dividend of $0.405 per share. The dividend, which has an annualized rate of $1.62, is payable Oct. 1, 2024, to shareholders of record at the close of business as of Sept. 13, 2024. For 30...https://www.marketscreener.com/quote/stock/ALBEMARLE-CORPORATION-11613/news/Albemarle-Announces-Quarterly-Common-Stock-Dividend-47394546/?utm_medium=RSS&utm_content=20240716",0.296
negative,"(marketscreener.com) ALBUQUERQUE,&nbsp;N.M., July 16, 2024 /PRNewswire/ -- At its regular meeting held today, the Board of Directors of&nbsp;PNM Resources declared the regular quarterly dividend of $0.3875 per share on the company's common stock. The dividend is payable August 9, 2024, to shareholders of record at the close of business July 26, 2024. ...https://www.marketscreener.com/quote/stock/PNM-RESOURCES-INC-14072/news/PNM-Resources-Board-Declares-Quarterly-Common-Stock-Dividend-47394543/?utm_medium=RSS&utm_content=20240716",0.296
negative,"Centaurus Energy Announces 2:1 Share ConsolidationCentaurus Energy Announces Shareholders' MeetingCalgary, Alberta--(Newsfile Corp. - July 16, 2024) - Centaurus Energy Inc. (TSXV: CTA) (OTC Pink: ...",0.7579
positive,"If epidemiologists were held accountable for the high costs, drug shortages, and food and chemical misinformation they cause, nonsense like claiming a type 2 diabetes drug that is popular off-label for weight loss in rich people also prevent dementia would stop.Yet the reason so many ""studies"" by epidemiologists are being pushed onto the public now is because it is a fad. Fads, creating them or capitalizing on them, is big business for lawyers on one side and corporations on the other, and epidemiologists capitalize on that.read more",0.6369
positive,"(marketscreener.com) Centaurus Energy Inc. announces that the TSX Venture Exchange has issued a temporary trading halt as a normal course of action in connection with the proposed change of business of the Company from a Tier 2 Oil &#38; Gas Issuer to a Tier 2 Investment Issuer , pursuant to TSX-V Policy 5.2 - Changes of Business and Reverse Takeovers . Trading in...https://www.marketscreener.com/quote/stock/CENTAURUS-ENERGY-INC-13870199/news/Centaurus-Energy-Announces-Plans-to-Focus-on-Investing-Directly-in-Physical-and-Digital-Commodities-47394440/?utm_medium=RSS&utm_content=20240716",0.2732
positive,"(marketscreener.com) Frontier Communications Parent, Inc. :What we did:&nbsp;Frontier expands access to more than 1 million homes and businesses across the state of Connecticut.&nbsp;Why it matters:&nbsp;According to the latest Connecticut Broadband Report, there is an increasing demand for data and higher adoption of speeds across the state. The people of...https://www.marketscreener.com/quote/stock/FRONTIER-COMMUNICATIONS-P-122323793/news/Frontier-Expands-High-Speed-Fiber-Internet-to-1-Million-Homes-and-Businesses-in-Connecticut-47394430/?utm_medium=RSS&utm_content=20240716",-0.0258
